nct_id,indication,line_of_therapy
NCT05365659,"Follicular Lymphoma",2L
NCT05365659,"Follicular Lymphoma",3L
NCT05365659,"Mantle Cell Lymphoma",1L
NCT05365659,"Mantle Cell Lymphoma",2L
NCT05365659,"Mantle Cell Lymphoma",3L
NCT05365659,"Non-Hodgkin Lymphoma",1L
NCT05365659,"Non-Hodgkin Lymphoma",2L
NCT05365659,"Non-Hodgkin Lymphoma",3L
NCT05367635,"Solid Tumors",1L
NCT05367635,"Solid Tumors",2L
NCT05372614,"Breast Cancer",1L
NCT05372614,"Breast Cancer",2L
NCT05372614,"Gastric Cancer",1L
NCT05372614,"Gastric Cancer",2L
NCT05372614,"Solid Tumors",1L
NCT05372614,"Solid Tumors",2L
NCT05374512,"Breast Cancer",1L
NCT05374512,"Triple-Negative Breast Cancer",1L
NCT05377996,"Breast Cancer",1L
NCT05377996,"Breast Cancer",2L
NCT05377996,"Endometrial Cancer",2L
NCT05377996,"Fallopian tube Cancer",2L
NCT05377996,"Ovarian Cancer",2L
NCT05377996,"Solid Tumors",2L
NCT05377996,"Triple-Negative Breast Cancer",2L
NCT05378737,"Solid Tumors",2L
NCT05382286,"Breast Cancer",1L
NCT05382286,"Triple-Negative Breast Cancer",1L
NCT05382299,"Breast Cancer",1L
NCT05382299,"Breast Cancer",2L
NCT05382299,"Triple-Negative Breast Cancer",1L
NCT05382299,"Triple-Negative Breast Cancer",2L
NCT05385692,"Gastrointestinal Cancer",1L
NCT05385692,"Gastrointestinal Cancer",2L
NCT05385692,"Gastrointestinal Stromal Tumor",1L
NCT05385692,"Gastrointestinal Stromal Tumor",2L
NCT05385692,"Solid Tumors",1L
NCT05385692,"Solid Tumors",2L
NCT05388149,"Breast Cancer",3L
NCT05388500,"Breast Cancer",Adjuvant
NCT05388500,"Breast Cancer",Neoadjuvant
NCT05389462,"Bladder Cancer",2L
NCT05389462,"Cervical Cancer",2L
NCT05389462,Chondrosarcoma,2L
NCT05389462,"Endometrial Cancer",2L
NCT05389462,"Ewing Sarcoma",2L
NCT05389462,"Fallopian tube Cancer",2L
NCT05389462,Leiomyosarcoma,2L
NCT05389462,Liposarcoma,2L
NCT05389462,"Non-small Cell Lung Cancer",2L
NCT05389462,Osteosarcoma,2L
NCT05389462,"Ovarian Cancer",2L
NCT05389462,"Pancreatic Cancer",2L
NCT05389462,"Peritoneal Cancer",2L
NCT05389462,"Soft Tissue Sarcoma",2L
NCT05389462,"Solid Tumors",2L
NCT05389462,"Synovial Sarcoma",2L
NCT05394675,"Endometrial Cancer",1L
NCT05394675,"Endometrial Cancer",2L
NCT05394675,"Fallopian tube Cancer",1L
NCT05394675,"Fallopian tube Cancer",2L
NCT05394675,"Gastric Cancer",1L
NCT05394675,"Gastric Cancer",2L
NCT05394675,"Non-small Cell Lung Cancer",1L
NCT05394675,"Non-small Cell Lung Cancer",2L
NCT05394675,"Ovarian Cancer",1L
NCT05394675,"Ovarian Cancer",2L
NCT05394675,"Pancreatic Cancer",1L
NCT05394675,"Pancreatic Cancer",2L
NCT05394675,"Peritoneal Cancer",1L
NCT05394675,"Peritoneal Cancer",2L
NCT05394675,"Solid Tumors",1L
NCT05394675,"Solid Tumors",2L
NCT05394675,"Testicular Cancer",1L
NCT05394675,"Testicular Cancer",2L
NCT05394675,"Uterine Cancer",1L
NCT05394675,"Uterine Cancer",2L
NCT05394818,"Solid Tumors",1L
NCT05394818,"Solid Tumors",2L
NCT05395533,"Non-Hodgkin Lymphoma",3L
NCT05395533,"Non-Hodgkin Lymphoma",4L
NCT05395533,"Non-Hodgkin Lymphoma",5L
NCT05403242,"Gastric Cancer",1L
NCT05403242,"Gastroesophageal Junction",1L
NCT05404945,"Classical Hodgkin Lymphoma",1L
NCT05405621,"Solid Tumors",2L
NCT05406401,"Diffuse Large B-cell Lymphoma",1L
NCT05406401,"Diffuse Large B-cell Lymphoma","Newly Diagnosed"
NCT05408845,"Breast Cancer",1L
NCT05408845,"Head and Neck Cancer",1L
NCT05410418,"Follicular Lymphoma",1L
NCT05410418,Thrombocytopenia,1L
NCT05414500,"Cutaneous T-cell Lymphoma",2L
NCT05414500,"Cutaneous T-cell Lymphoma",3L
NCT05415215,"Breast Cancer",Adjuvant
NCT05415215,"Breast Cancer",Neoadjuvant
NCT05417230,"Biliary Tract Cancer",1L
NCT05424835,"Breast Cancer",2L
NCT05426486,"Breast Cancer",Neoadjuvant
NCT05429684,"Breast Cancer",2L
NCT05429762,"Colorectal Cancer",2L
NCT05429762,"Gastric Cancer",2L
NCT05429762,"Gastroesophageal Junction",2L
NCT05429762,"Non-small Cell Lung Cancer",2L
NCT05429762,"Solid Tumors",2L
NCT05434234,"Prostate Cancer",1L
NCT05434234,"Solid Tumors",1L
NCT05438329,"Breast Cancer",1L
NCT05438329,"Breast Cancer",2L
NCT05438329,"Non-small Cell Lung Cancer",1L
NCT05438329,"Non-small Cell Lung Cancer",2L
NCT05438329,"Small Cell Lung Cancer",1L
NCT05438329,"Small Cell Lung Cancer",2L
NCT05438329,"Solid Tumors",1L
NCT05438329,"Solid Tumors",2L
NCT05438329,"Triple-Negative Breast Cancer",1L
NCT05438329,"Triple-Negative Breast Cancer",2L
NCT05445778,"Fallopian tube Cancer",Maintenance
NCT05445778,"Ovarian Cancer",Maintenance
NCT05445778,"Peritoneal Cancer",Maintenance
NCT05445908,"Breast Cancer",1L
NCT05445908,"Triple-Negative Breast Cancer",1L
NCT05453396,"Diffuse Large B-cell Lymphoma",2L
NCT05453396,"Follicular Lymphoma",2L
NCT05453396,"Mantle Cell Lymphoma",2L
NCT05453396,"Non-Hodgkin Lymphoma",2L
NCT05456685,"Fallopian tube Cancer",2L
NCT05456685,"Ovarian Cancer",2L
NCT05456685,"Peritoneal Cancer",2L
NCT05456698,"Acute Lymphocytic Leukemia",1L
NCT05456698,"Acute Lymphocytic Leukemia",2L
NCT05456698,"B-cell Acute Lymphocytic Leukemia",1L
NCT05456698,"B-cell Acute Lymphocytic Leukemia",2L
NCT05458219,"Gastric Cancer",1L
NCT05458219,"Gastric Cancer",2L
NCT05458219,"Gastroesophageal Junction",1L
NCT05458219,"Gastroesophageal Junction",2L
NCT05458219,"Pancreatic Cancer",1L
NCT05458219,"Pancreatic Cancer",2L
NCT05458219,"Solid Tumors",1L
NCT05458219,"Solid Tumors",2L
NCT05458297,"Chronic Lymphocytic Leukemia",3L
NCT05458297,"Chronic Lymphocytic Leukemia",4L
NCT05458297,"Chronic Lymphocytic Leukemia",5L
NCT05458297,"Follicular Lymphoma",3L
NCT05458297,"Follicular Lymphoma",4L
NCT05458297,"Follicular Lymphoma",5L
NCT05458297,"Hematological Malignancies",2L
NCT05458297,"Hematological Malignancies",3L
NCT05458297,"Hematological Malignancies",4L
NCT05458297,"Hematological Malignancies",5L
NCT05458297,"Mantle Cell Lymphoma",2L
NCT05458297,"Mantle Cell Lymphoma",3L
NCT05458297,"Mantle Cell Lymphoma",4L
NCT05458297,"Mantle Cell Lymphoma",5L
NCT05458674,"Breast Cancer",2L
NCT05460273,"Bladder Cancer",2L
NCT05460273,"Bladder Cancer",3L
NCT05460273,"Breast Cancer",2L
NCT05460273,"Breast Cancer",3L
NCT05460273,"Gastric Cancer",2L
NCT05460273,"Gastric Cancer",3L
NCT05460273,"Gastroesophageal Junction",2L
NCT05460273,"Gastroesophageal Junction",3L
NCT05460273,"Non-small Cell Lung Cancer",1L
NCT05460273,"Non-small Cell Lung Cancer",2L
NCT05460273,"Non-small Cell Lung Cancer",3L
NCT05460273,"Solid Tumors",2L
NCT05460273,"Solid Tumors",3L
NCT05460273,"Triple-Negative Breast Cancer",3L
NCT05460273,"Triple-Negative Breast Cancer",4L
NCT05461768,"Breast Cancer",1L
NCT05461768,"Breast Cancer",2L
NCT05461768,"Solid Tumors",1L
NCT05461768,"Solid Tumors",2L
NCT05464030,"Colorectal Cancer",2L
NCT05464030,"Solid Tumors",2L
NCT05464719,"B-cell Lymphoma",2L
NCT05464719,"Diffuse Large B-cell Lymphoma",2L
NCT05480384,"Esophageal Cancer",Adjuvant
NCT05480384,"Gastroesophageal Junction",Adjuvant
NCT05482568,"Non-small Cell Lung Cancer",1L
NCT05482568,"Non-small Cell Lung Cancer",2L
NCT05483933,"Fallopian tube Cancer",2L
NCT05483933,"Fallopian tube Cancer",3L
NCT05483933,"Fallopian tube Cancer",4L
NCT05483933,"Ovarian Cancer",2L
NCT05483933,"Ovarian Cancer",3L
NCT05483933,"Ovarian Cancer",4L
NCT05483933,"Peritoneal Cancer",2L
NCT05483933,"Peritoneal Cancer",3L
NCT05483933,"Peritoneal Cancer",4L
NCT05489211,"Biliary Tract Cancer",1L
NCT05489211,"Biliary Tract Cancer",2L
NCT05489211,"Bladder Cancer",1L
NCT05489211,"Bladder Cancer",2L
NCT05489211,"Colorectal Cancer",1L
NCT05489211,"Colorectal Cancer",2L
NCT05489211,"Endometrial Cancer",1L
NCT05489211,"Endometrial Cancer",2L
NCT05489211,"Gastric Cancer",1L
NCT05489211,"Gastric Cancer",2L
NCT05489211,"Ovarian Cancer",1L
NCT05489211,"Ovarian Cancer",2L
NCT05489211,"Prostate Cancer",1L
NCT05489211,"Prostate Cancer",2L
NCT05489211,"Solid Tumors",1L
NCT05489211,"Solid Tumors",2L
NCT05493683,"Colorectal Cancer",3L
NCT05494918,"Solid Tumors",1L
NCT05494918,"Solid Tumors",2L
NCT05495724,"Bladder Cancer",1L
NCT05498220,"B-cell Lymphoma",2L
NCT05498220,"Diffuse Large B-cell Lymphoma",2L
NCT05498597,"Breast Cancer",2L
NCT05502393,"Solid Tumors",1L
NCT05502393,"Solid Tumors",2L
NCT05508334,"Solid Tumors",1L
NCT05508334,"Solid Tumors",2L
NCT05512390,"Chronic Lymphocytic Leukemia",2L
NCT05512390,"Diffuse Large B-cell Lymphoma",2L
NCT05512390,"Follicular Lymphoma",2L
NCT05513703,"Lung Cancer",1L
NCT05513703,"Non-small Cell Lung Cancer",1L
NCT05514158,"Gastric Cancer",2L
NCT05520723,"Breast Cancer",2L
NCT05520723,"Breast Cancer",3L
NCT05520723,"Triple-Negative Breast Cancer",2L
NCT05520723,"Triple-Negative Breast Cancer",3L
NCT05524545,"Bladder Cancer",2L
NCT05525286,"Gastric Cancer",2L
NCT05525286,"Gastric Cancer",3L
NCT05525286,"Gastroesophageal Junction",2L
NCT05525286,"Gastroesophageal Junction",3L
NCT05525286,"Pancreatic Cancer",2L
NCT05525286,"Pancreatic Cancer",3L
NCT05527184,"Endometrial Cancer",2L
NCT05527184,"Endometrial Cancer",3L
NCT05527184,"Endometrial Cancer",4L
NCT05527184,"Fallopian tube Cancer",2L
NCT05527184,"Fallopian tube Cancer",3L
NCT05527184,"Fallopian tube Cancer",4L
NCT05527184,"Ovarian Cancer",2L
NCT05527184,"Ovarian Cancer",3L
NCT05527184,"Ovarian Cancer",4L
NCT05527184,"Peritoneal Cancer",2L
NCT05527184,"Peritoneal Cancer",3L
NCT05527184,"Peritoneal Cancer",4L
NCT05530057,"Breast Cancer",3L
NCT05535218,"Bladder Cancer",1L
NCT05540483,"Biliary Tract Cancer",2L
NCT05540483,"Gallbladder Cancer",2L
NCT05547321,"Breast Cancer",1L
NCT05547321,"Breast Cancer",2L
NCT05547321,"Colorectal Cancer",1L
NCT05547321,"Colorectal Cancer",2L
NCT05547321,"Esophageal Cancer",1L
NCT05547321,"Esophageal Cancer",2L
NCT05547321,"Gastric Cancer",1L
NCT05547321,"Gastric Cancer",2L
NCT05547321,"Gastroesophageal Junction",1L
NCT05547321,"Gastroesophageal Junction",2L
NCT05547321,"Head and Neck Cancer",1L
NCT05547321,"Head and Neck Cancer",2L
NCT05547321,Leiomyosarcoma,1L
NCT05547321,Leiomyosarcoma,2L
NCT05547321,"Non-small Cell Lung Cancer",1L
NCT05547321,"Non-small Cell Lung Cancer",2L
NCT05547321,"Ovarian Cancer",1L
NCT05547321,"Ovarian Cancer",2L
NCT05547321,"Pancreatic Cancer",1L
NCT05547321,"Pancreatic Cancer",2L
NCT05547321,"Solid Tumors",1L
NCT05547321,"Solid Tumors",2L
NCT05551117,"Prostate Cancer",1L
NCT05552001,"Breast Cancer",2L
NCT05552001,"Triple-Negative Breast Cancer",2L
NCT05555732,"Non-small Cell Lung Cancer",1L
NCT05556798,"Multiple Myeloma",">= 1PL"
NCT05556798,"Multiple Myeloma",">= 3PL"
NCT05558124,"Acute Myeloid Leukemia",1L
NCT05558124,"Acute Myeloid Leukemia","Newly Diagnosed"
NCT05560308,"Breast Cancer",2L
NCT05562830,"Bladder Cancer",2L
NCT05564858,"Breast Cancer",1L
NCT05564858,"Breast Cancer",2L
NCT05564858,"Breast Cancer",3L
NCT05564858,"Gastric Cancer",1L
NCT05564858,"Gastric Cancer",3L
NCT05564858,"Gastric Cancer",4L
NCT05564858,"Gastroesophageal Junction",1L
NCT05564858,"Gastroesophageal Junction",3L
NCT05564858,"Gastroesophageal Junction",4L
NCT05564858,"Solid Tumors",1L
NCT05565807,"Multiple Myeloma",">= 3PL"
NCT05569811,"Breast Cancer",Neoadjuvant
NCT05573802,"Multiple Myeloma","NDMM – Transplant Ineligible (TIE)"
NCT05573802,"Multiple Myeloma","NDMM – Transplant Not Intended (TNI)"
NCT05573802,"Multiple Myeloma","Newly Diagnosed"
NCT05575804,"Breast Cancer",2L
NCT05575804,"Breast Cancer",3L
NCT05577715,"Lung Cancer",2L
NCT05577715,"Lung Cancer",3L
NCT05577715,"Lung Cancer",4L
NCT05577715,"Non-small Cell Lung Cancer",1L
NCT05577715,"Non-small Cell Lung Cancer",2L
NCT05577715,"Non-small Cell Lung Cancer",3L
NCT05577715,"Non-small Cell Lung Cancer",4L
NCT05578287,"Colorectal Cancer",2L
NCT05579366,"Breast Cancer",2L
NCT05579366,"Non-small Cell Lung Cancer",2L
NCT05581875,"Multiple Myeloma",">= 1PL"
NCT05582499,"Breast Cancer",Neoadjuvant
NCT05582499,"Triple-Negative Breast Cancer",Neoadjuvant
NCT05584709,"Colorectal Cancer",1L
NCT05584709,"Colorectal Cancer",2L
NCT05584709,"Colorectal Cancer",3L
NCT05584709,"Esophageal Cancer",1L
NCT05584709,"Esophageal Cancer",2L
NCT05584709,"Esophageal Cancer",3L
NCT05584709,"Head and Neck Cancer",1L
NCT05584709,"Head and Neck Cancer",2L
NCT05584709,"Head and Neck Cancer",3L
NCT05584709,"Lung Cancer",1L
NCT05584709,"Lung Cancer",2L
NCT05584709,"Lung Cancer",3L
NCT05584709,"Solid Tumors",1L
NCT05584709,"Solid Tumors",2L
NCT05584709,"Solid Tumors",3L
NCT05586061,"Gastric Cancer",1L
NCT05593094,"Breast Cancer",2L
NCT05593094,"Breast Cancer",3L
NCT05593094,"Gastric Cancer",2L
NCT05593094,"Solid Tumors",2L
NCT05593094,"Solid Tumors",3L
NCT05594095,"Breast Cancer",1L
NCT05594095,"Breast Cancer",2L
NCT05594875,"Solid Tumors",2L
NCT05599360,"Acute Myeloid Leukemia",1L
NCT05600686,"B-cell Lymphoma",1L
NCT05600686,"Diffuse Large B-cell Lymphoma",1L
NCT05601401,"Head and Neck Cancer",1L
NCT05601401,"Head and Neck Cancer",2L
NCT05609968,"Non-small Cell Lung Cancer",1L
NCT05611853,"B-cell Lymphoma",1L
NCT05611853,"B-cell Lymphoma",3L
NCT05611853,"Diffuse Large B-cell Lymphoma",1L
NCT05611853,"Diffuse Large B-cell Lymphoma",3L
NCT05611853,"Follicular Lymphoma",1L
NCT05611853,"Follicular Lymphoma",3L
NCT05611853,"Mantle Cell Lymphoma",1L
NCT05611853,"Mantle Cell Lymphoma",3L
NCT05611853,"Marginal Zone Lymphoma",1L
NCT05611853,"Marginal Zone Lymphoma",3L
NCT05611853,"Non-Hodgkin Lymphoma",1L
NCT05611853,"Non-Hodgkin Lymphoma",3L
NCT05613088,"Fallopian tube Cancer",2L
NCT05613088,"Fallopian tube Cancer",3L
NCT05613088,"Ovarian Cancer",2L
NCT05613088,"Ovarian Cancer",3L
NCT05613088,"Peritoneal Cancer",2L
NCT05613088,"Peritoneal Cancer",3L
NCT05615636,"B-cell Lymphoma",2L
NCT05615636,"Diffuse Large B-cell Lymphoma",2L
NCT05615636,"Follicular Lymphoma",2L
NCT05615636,"Hodgkin Lymphoma",2L
NCT05615636,"Non-Hodgkin Lymphoma",2L
NCT05620017,"Solid Tumors",1L
NCT05620017,"Solid Tumors",2L
NCT05620914,"Biliary Tract Cancer",Neoadjuvant
NCT05620914,"Bladder Cancer",Neoadjuvant
NCT05620914,"Colorectal Cancer",Neoadjuvant
NCT05620914,"Gastric Cancer",Neoadjuvant
NCT05620914,"Lung Cancer",Neoadjuvant
NCT05620914,Melanoma,Neoadjuvant
NCT05620914,"Non-small Cell Lung Cancer",Neoadjuvant
NCT05620914,"Prostate Cancer",Neoadjuvant
NCT05620914,"Small Cell Lung Cancer",Neoadjuvant
NCT05620914,"Solid Tumors",Neoadjuvant
NCT05622591,"Acute Myeloid Leukemia",2L
NCT05622890,"Fallopian tube Cancer",1L
NCT05622890,"Fallopian tube Cancer",2L
NCT05622890,"Ovarian Cancer",1L
NCT05622890,"Ovarian Cancer",2L
NCT05622890,"Peritoneal Cancer",1L
NCT05622890,"Peritoneal Cancer",2L
NCT05627414,"Gastric Cancer",1L
NCT05627960,"Breast Cancer",1L
NCT05627960,"Breast Cancer",2L
NCT05627960,"Lung Cancer",1L
NCT05627960,"Lung Cancer",2L
NCT05627960,Mesothelioma,1L
NCT05627960,Mesothelioma,2L
NCT05627960,"Non-small Cell Lung Cancer",1L
NCT05627960,"Non-small Cell Lung Cancer",2L
NCT05627960,"Solid Tumors",1L
NCT05627960,"Solid Tumors",2L
NCT05627960,"Triple-Negative Breast Cancer",1L
NCT05627960,"Triple-Negative Breast Cancer",2L
NCT05629585,"Breast Cancer",Adjuvant
NCT05629585,"Triple-Negative Breast Cancer",Adjuvant
NCT05631964,"Solid Tumors",1L
NCT05633615,"B-cell Lymphoma",2L
NCT05633615,"Diffuse Large B-cell Lymphoma",2L
NCT05633615,"Follicular Lymphoma",2L
NCT05633654,"Breast Cancer",Adjuvant
NCT05633654,"Breast Cancer",Neoadjuvant
NCT05633654,"Triple-Negative Breast Cancer",Adjuvant
NCT05633654,"Triple-Negative Breast Cancer",Neoadjuvant
NCT05633667,"Lung Cancer",1L
NCT05633667,"Non-small Cell Lung Cancer",1L
NCT05633667,"Non-small Cell Lung Cancer",2L
NCT05633979,"Breast Cancer",2L
NCT05633979,"Breast Cancer",3L
NCT05635487,"Breast Cancer",Neoadjuvant
NCT05636215,"Solid Tumors",1L
NCT05636215,"Solid Tumors",2L
NCT05642780,"Bladder Cancer",2L
NCT05642780,"Cervical Cancer",2L
NCT05642780,"Ovarian Cancer",2L
NCT05642780,"Prostate Cancer",2L
NCT05642780,"Solid Tumors",2L
NCT05645718,"Acute Lymphocytic Leukemia",2L
NCT05645718,"B-cell Acute Lymphocytic Leukemia",2L
NCT05647512,"Multiple Myeloma",">= 1PL"
NCT05650879,"Breast Cancer",2L
NCT05650879,"Breast Cancer",3L
NCT05650879,"Breast Cancer",4L
NCT05650879,"Non-small Cell Lung Cancer",2L
NCT05650879,"Non-small Cell Lung Cancer",3L
NCT05650879,"Non-small Cell Lung Cancer",4L
NCT05652855,"Colorectal Cancer",1L
NCT05652855,"Colorectal Cancer",2L
NCT05652855,"Endometrial Cancer",1L
NCT05652855,"Endometrial Cancer",2L
NCT05652855,"Esophageal Cancer",1L
NCT05652855,"Esophageal Cancer",2L
NCT05652855,"Fallopian tube Cancer",1L
NCT05652855,"Fallopian tube Cancer",2L
NCT05652855,"Head and Neck Cancer",1L
NCT05652855,"Head and Neck Cancer",2L
NCT05652855,"Hepatocellular Carcinoma",1L
NCT05652855,"Hepatocellular Carcinoma",2L
NCT05652855,Melanoma,1L
NCT05652855,Melanoma,2L
NCT05652855,"Non-small Cell Lung Cancer",1L
NCT05652855,"Non-small Cell Lung Cancer",2L
NCT05652855,"Ovarian Cancer",1L
NCT05652855,"Ovarian Cancer",2L
NCT05652855,"Pancreatic Cancer",1L
NCT05652855,"Pancreatic Cancer",2L
NCT05652855,"Peritoneal Cancer",1L
NCT05652855,"Peritoneal Cancer",2L
NCT05652855,"Prostate Cancer",1L
NCT05652855,"Prostate Cancer",2L
NCT05652855,"Small Cell Lung Cancer",1L
NCT05652855,"Small Cell Lung Cancer",2L
NCT05652855,"Solid Tumors",1L
NCT05652855,"Solid Tumors",2L
NCT05652855,"Thyroid Cancer",1L
NCT05652855,"Thyroid Cancer",2L
NCT05652868,"Lung Cancer",2L
NCT05652868,"Lung Cancer",3L
NCT05652868,"Non-small Cell Lung Cancer",2L
NCT05652868,"Non-small Cell Lung Cancer",3L
NCT05652868,"Non-small Cell Lung Cancer",4L
NCT05653752,"Breast Cancer",1L
NCT05653752,"Breast Cancer",2L
NCT05653752,"Non-small Cell Lung Cancer",1L
NCT05653752,"Non-small Cell Lung Cancer",2L
NCT05656235,"Bladder Cancer",1L
NCT05657418,"Pancreatic Cancer",1L
NCT05657418,"Pancreatic Cancer",2L
NCT05657418,"Solid Tumors",1L
NCT05657418,"Solid Tumors",2L
NCT05658562,"B-cell Lymphoma",2L
NCT05658562,"B-cell Lymphoma",3L
NCT05658562,"B-cell Lymphoma",4L
NCT05658562,"Diffuse Large B-cell Lymphoma",2L
NCT05658562,"Diffuse Large B-cell Lymphoma",3L
NCT05658562,"Diffuse Large B-cell Lymphoma",4L
NCT05660395,"B-cell Lymphoma",2L
NCT05660395,"B-cell Lymphoma",3L
NCT05660395,"B-cell Lymphoma",4L
NCT05660395,"Diffuse Large B-cell Lymphoma",2L
NCT05660395,"Diffuse Large B-cell Lymphoma",3L
NCT05660395,"Diffuse Large B-cell Lymphoma",4L
NCT05662904,"Acute Myeloid Leukemia",1L
NCT05671822,"Gastric Cancer",1L
NCT05671822,"Gastric Cancer",2L
NCT05672251,"B-cell Lymphoma",2L
NCT05672251,"Chronic Lymphocytic Leukemia",2L
NCT05672251,"Diffuse Large B-cell Lymphoma",2L
NCT05672251,"Follicular Lymphoma",2L
NCT05672251,"Non-Hodgkin Lymphoma",2L
NCT05672251,"Primary Mediastinal B-cell Lymphoma",2L
NCT05673785,"Anaplastic Large Cell Lymphoma",1L
NCT05673785,"Enteropathy-Associated T-cell Lymphoma",1L
NCT05673785,"Peripheral T-cell Lymphoma",1L
NCT05673785,"T-cell lymphoma",1L
NCT05673928,"Breast Cancer",2L
NCT05673928,"Breast Cancer",3L
NCT05673928,"Gastric Cancer",2L
NCT05673928,"Gastric Cancer",3L
NCT05673928,"Solid Tumors",2L
NCT05675410,"Hodgkin Lymphoma",1L
NCT05675579,"Breast Cancer",Neoadjuvant
NCT05678205,"Breast Cancer",1L
NCT05678205,"Breast Cancer",2L
NCT05678205,"Breast Cancer",4L
NCT05678205,"Gastric Cancer",1L
NCT05678205,"Gastric Cancer",2L
NCT05678205,"Gastroesophageal Junction",1L
NCT05678205,"Gastroesophageal Junction",2L
NCT05678205,"Solid Tumors",1L
NCT05678205,"Solid Tumors",2L
NCT05680662,"Breast Cancer",Adjuvant
NCT05680662,"Triple-Negative Breast Cancer",Adjuvant
NCT05687266,"Non-small Cell Lung Cancer",1L
NCT05688605,"Head and Neck Cancer",1L
NCT05688605,"Nasopharyngeal Carcinoma",1L
NCT05688605,"Non-small Cell Lung Cancer",1L
NCT05688605,"Solid Tumors",1L
NCT05688605,"Squamous Cell Carcinoma",1L
NCT05703555,"Breast Cancer",2L
NCT05703555,"Gastric Cancer",2L
NCT05703555,"Gastric Cancer",3L
NCT05703555,"Lung Cancer",2L
NCT05703555,"Lung Cancer",3L
NCT05703555,"Non-small Cell Lung Cancer",2L
NCT05703555,"Non-small Cell Lung Cancer",3L
NCT05704829,"Breast Cancer",Neoadjuvant
NCT05710666,"Breast Cancer",Adjuvant
NCT05714839,"Multiple Myeloma",">= 1PL"
NCT05714839,"Multiple Myeloma",">= 3PL"
NCT05714839,"Multiple Myeloma","NDMM – Transplant Ineligible (TIE)"
NCT05714839,"Multiple Myeloma","NDMM – Transplant Not Intended (TNI)"
NCT05714839,"Multiple Myeloma","Newly Diagnosed"
NCT05716009,"Acute Myeloid Leukemia",1L
NCT05718895,"Solid Tumors",2L
NCT05720117,"Breast Cancer",2L
NCT05720117,"Hepatocellular Carcinoma",2L
NCT05720117,"Non-small Cell Lung Cancer",2L
NCT05720117,"Ovarian Cancer",2L
NCT05720117,"Pancreatic Cancer",2L
NCT05720117,"Renal Cell Carcinoma",2L
NCT05720117,"Soft Tissue Sarcoma",2L
NCT05720117,"Solid Tumors",2L
NCT05720117,"Thyroid Cancer",2L
NCT05720533,"Gastric Cancer",1L
NCT05721222,"Nasopharyngeal Carcinoma",2L
NCT05721222,"Non-Hodgkin Lymphoma",2L
NCT05721222,"Renal Cell Carcinoma",2L
NCT05721222,"Solid Tumors",2L
NCT05726175,"Breast Cancer",Neoadjuvant
NCT05735496,"Solid Tumors",1L
NCT05744375,"Breast Cancer",1L
NCT05744427,"Biliary Tract Cancer",1L
NCT05744427,"Biliary Tract Cancer",2L
NCT05744427,"Breast Cancer",2L
NCT05744427,"Breast Cancer",3L
NCT05744427,"Colorectal Cancer",3L
NCT05744427,"Gastric Cancer",2L
NCT05744427,"Gastroesophageal Junction",1L
NCT05744427,"Gastroesophageal Junction",2L
NCT05744427,"Non-small Cell Lung Cancer",1L
NCT05744427,"Non-small Cell Lung Cancer",2L
NCT05744427,"Solid Tumors",1L
NCT05744427,"Solid Tumors",2L
NCT05745740,"Non-small Cell Lung Cancer",2L
NCT05748171,"Acute Lymphocytic Leukemia",1L
NCT05751512,"Head and Neck Cancer",2L
NCT05751512,"Head and Neck Cancer",3L
NCT05754853,"Bladder Cancer",2L
NCT05754853,"Bladder Cancer",3L
NCT05755048,"Breast Cancer",2L
NCT05756569,"Bladder Cancer",1L
NCT05756569,"Bladder Cancer",2L
NCT05756569,"Bladder Cancer",3L
NCT05756569,"Squamous Cell Carcinoma",1L
NCT05756569,"Squamous Cell Carcinoma",2L
NCT05756569,"Squamous Cell Carcinoma",3L
NCT05765032,"Lung Cancer",1L
NCT05765032,"Lung Cancer",2L
NCT05765032,"Non-small Cell Lung Cancer",1L
NCT05765032,"Non-small Cell Lung Cancer",2L
NCT05765032,"Solid Tumors",1L
NCT05765032,"Solid Tumors",2L
NCT05765851,"Breast Cancer",2L
NCT05765851,"Breast Cancer",3L
NCT05765851,"Gastric Cancer",2L
NCT05765851,"Non-small Cell Lung Cancer",2L
NCT05765851,"Solid Tumors",2L
NCT05769010,"Breast Cancer",1L
NCT05770531,"Breast Cancer",1L
NCT05770531,"Triple-Negative Breast Cancer",1L
NCT05773937,"Bladder Cancer",2L
NCT05773937,"Solid Tumors",2L
NCT05775471,"Bladder Cancer",Adjuvant
NCT05775471,"Bladder Cancer",Neoadjuvant
NCT05785325,"Colorectal Cancer",2L
NCT05785728,"Solid Tumors",1L
NCT05785728,"Solid Tumors",2L
NCT05785728,"Thyroid Cancer",1L
NCT05785728,"Thyroid Cancer",2L
NCT05785741,"Breast Cancer",1L
NCT05785741,"Breast Cancer",2L
NCT05785741,"Head and Neck Cancer",1L
NCT05785741,"Head and Neck Cancer",2L
NCT05785741,"Non-small Cell Lung Cancer",1L
NCT05785741,"Non-small Cell Lung Cancer",2L
NCT05785741,"Prostate Cancer",1L
NCT05785741,"Prostate Cancer",2L
NCT05785741,"Solid Tumors",1L
NCT05785741,"Solid Tumors",2L
NCT05792410,"Breast Cancer",1L
NCT05795101,"Breast Cancer",1L
NCT05797168,"Non-small Cell Lung Cancer",2L
NCT05797168,"Ovarian Cancer",2L
NCT05797168,"Solid Tumors",2L
NCT05798156,"B-cell Lymphoma",1L
