nct_id,indication,population
NCT02564900,"Gastroesophageal Junction",Unresectable
NCT02564900,"Solid Tumors",Advanced
NCT02564900,"Solid Tumors",Metastatic
NCT02564900,"Solid Tumors",Refractory
NCT02564900,"Solid Tumors",Relapsed
NCT02564900,"Solid Tumors",Unresectable
NCT02568839,"Breast Cancer",Metastatic
NCT02588651,"Adult T-cell Leukemia-Lymphoma",Refractory
NCT02588651,"Adult T-cell Leukemia-Lymphoma",Relapsed
NCT02588651,"Enteropathy-Associated T-cell Lymphoma",Refractory
NCT02588651,"Enteropathy-Associated T-cell Lymphoma",Relapsed
NCT02588651,"Peripheral T-cell Lymphoma",Refractory
NCT02588651,"Peripheral T-cell Lymphoma",Relapsed
NCT02588651,"T-cell lymphoma",Refractory
NCT02588651,"T-cell lymphoma",Relapsed
NCT02616965,"Anaplastic Large Cell Lymphoma",Refractory
NCT02616965,"Cutaneous T-cell Lymphoma",Refractory
NCT02616965,"Hematological Malignancies",Refractory
NCT02661503,"Classical Hodgkin Lymphoma",Advanced
NCT02661503,"Hodgkin Lymphoma",Advanced
NCT02665065,"Acute Myeloid Leukemia",Refractory
NCT02665065,"Acute Myeloid Leukemia",Relapsed
NCT02675829,"Bladder Cancer",Advanced
NCT02675829,"Bladder Cancer",Metastatic
NCT02675829,"Colorectal Cancer",Advanced
NCT02675829,"Endometrial Cancer",Advanced
NCT02675829,"Gynecologic Cancer",Advanced
NCT02675829,"Lung Cancer",Advanced
NCT02675829,"Solid Tumors",Advanced
NCT02684292,"Classical Hodgkin Lymphoma",Refractory
NCT02684292,"Classical Hodgkin Lymphoma",Relapsed
NCT02684292,"Hodgkin Lymphoma",Refractory
NCT02684292,"Hodgkin Lymphoma",Relapsed
NCT02724163,"Myelodysplastic Syndrome","High Risk"
NCT02724163,"Myelodysplastic Syndrome",Relapsed
NCT02734771,"Diffuse Large B-cell Lymphoma",Relapsed
NCT02744612,"Hodgkin Lymphoma",Refractory
NCT02744612,"Hodgkin Lymphoma",Relapsed
NCT02758717,"Classical Hodgkin Lymphoma",Refractory
NCT02758717,"Classical Hodgkin Lymphoma",Relapsed
NCT02758717,"Hodgkin Lymphoma",Refractory
NCT02758717,"Hodgkin Lymphoma",Relapsed
NCT02877303,"Acute Lymphocytic Leukemia",Refractory
NCT02877303,"Acute Lymphocytic Leukemia",Relapsed
NCT02877303,"Lymphoblastic Lymphoma",Refractory
NCT02877303,"Lymphoblastic Lymphoma",Relapsed
NCT02927769,"Classical Hodgkin Lymphoma",Refractory
NCT02927769,"Classical Hodgkin Lymphoma",Relapsed
NCT02927769,"Hodgkin Lymphoma",Refractory
NCT02927769,"Hodgkin Lymphoma",Relapsed
NCT02980341,"Breast Cancer",Advanced
NCT02980341,"Breast Cancer",Metastatic
NCT02980341,"Breast Cancer",Refractory
NCT02980341,"Breast Cancer",Relapsed
NCT02980341,"Breast Cancer",Unresectable
NCT02980341,"Triple-Negative Breast Cancer",Advanced
NCT02980341,"Triple-Negative Breast Cancer",Metastatic
NCT02980341,"Triple-Negative Breast Cancer",Refractory
NCT02980341,"Triple-Negative Breast Cancer",Relapsed
NCT02980341,"Triple-Negative Breast Cancer",Unresectable
NCT02981628,"Acute Lymphocytic Leukemia",Refractory
NCT02981628,"Acute Lymphocytic Leukemia",Relapsed
NCT02981628,"B-cell Acute Lymphocytic Leukemia",Refractory
NCT02981628,"B-cell Acute Lymphocytic Leukemia",Relapsed
NCT02981628,"Lymphoblastic Lymphoma",Refractory
NCT02981628,"Lymphoblastic Lymphoma",Relapsed
NCT02996825,"Breast Cancer",Refractory
NCT02996825,"Breast Cancer",Relapsed
NCT02996825,"Endometrial Cancer",Refractory
NCT02996825,"Endometrial Cancer",Relapsed
NCT02996825,"Fallopian tube Cancer",Refractory
NCT02996825,"Fallopian tube Cancer",Relapsed
NCT02996825,"Ovarian Cancer",Refractory
NCT02996825,"Ovarian Cancer",Relapsed
NCT02996825,"Peritoneal Cancer",Refractory
NCT02996825,"Peritoneal Cancer",Relapsed
NCT02996825,"Triple-Negative Breast Cancer",Metastatic
NCT02996825,"Triple-Negative Breast Cancer",Refractory
NCT02996825,"Triple-Negative Breast Cancer",Relapsed
NCT03007030,Mesothelioma,Refractory
NCT03007030,Mesothelioma,Unresectable
NCT03013933,"Hodgkin Lymphoma",Refractory
NCT03013933,"Hodgkin Lymphoma",Relapsed
NCT03032107,"Breast Cancer",Metastatic
NCT03032107,"Breast Cancer",Relapsed
NCT03052634,"Breast Cancer",Advanced
NCT03052634,"Breast Cancer","Locally Advanced"
NCT03052634,"Breast Cancer",Metastatic
NCT03052634,"Breast Cancer",Refractory
NCT03057795,"Classical Hodgkin Lymphoma",Refractory
NCT03057795,"Classical Hodgkin Lymphoma",Relapsed
NCT03057795,"Hodgkin Lymphoma",Refractory
NCT03057795,"Hodgkin Lymphoma",Relapsed
NCT03104491,"Acute Lymphocytic Leukemia",Refractory
NCT03104491,"Acute Lymphocytic Leukemia",Relapsed
NCT03104491,"Non-Hodgkin Lymphoma",Refractory
NCT03104491,"Non-Hodgkin Lymphoma",Relapsed
NCT03113500,"Adult T-cell Leukemia-Lymphoma",Refractory
NCT03113500,"Anaplastic Large Cell Lymphoma",Refractory
NCT03113500,"Enteropathy-Associated T-cell Lymphoma",Refractory
NCT03113500,"Non-Hodgkin Lymphoma",Refractory
NCT03113500,"Peripheral T-cell Lymphoma",Refractory
NCT03113500,"T-cell lymphoma",Refractory
NCT03126630,Mesothelioma,Malignant
NCT03126630,Mesothelioma,Pleural
NCT03126630,Mesothelioma,Refractory
NCT03126630,Mesothelioma,Relapsed
NCT03126916,Neuroblastoma,Metastatic
NCT03126916,Neuroblastoma,Relapsed
NCT03126916,Neuroblastoma,Resectable
NCT03187210,"Hodgkin Lymphoma",Advanced
NCT03187210,"Hodgkin Lymphoma",Refractory
NCT03187210,"Hodgkin Lymphoma",Relapsed
NCT03187210,"Peripheral T-cell Lymphoma",Advanced
NCT03187210,"Peripheral T-cell Lymphoma",Refractory
NCT03187210,"Peripheral T-cell Lymphoma",Relapsed
NCT03219333,"Bladder Cancer",Advanced
NCT03219333,"Bladder Cancer",Cisplatin-Ineligible
NCT03219333,"Bladder Cancer","Locally Advanced"
NCT03219333,"Bladder Cancer",Metastatic
NCT03219333,"Bladder Cancer",Recurrent
NCT03219333,"Bladder Cancer",Refractory
NCT03219333,"Bladder Cancer",Relapsed
NCT03219333,"Bladder Cancer",Unresectable
NCT03219333,"Genitourinary Cancer",Advanced
NCT03219333,"Genitourinary Cancer","Locally Advanced"
NCT03219333,"Genitourinary Cancer",Metastatic
NCT03219333,"Genitourinary Cancer",Refractory
NCT03219333,"Genitourinary Cancer",Relapsed
NCT03233347,"Classical Hodgkin Lymphoma",Refractory
NCT03233347,"Hodgkin Lymphoma",Refractory
NCT03246750,"T-cell lymphoma",Advanced
NCT03246750,"T-cell lymphoma",Relapsed
NCT03248492,"Breast Cancer",Metastatic
NCT03248492,"Breast Cancer",Refractory
NCT03248492,"Breast Cancer",Relapsed
NCT03248492,"Breast Cancer",Unresectable
NCT03249870,"Acute Lymphocytic Leukemia",Refractory
NCT03249870,"Acute Lymphocytic Leukemia",Relapsed
NCT03255070,"Breast Cancer",Advanced
NCT03255070,"Gastric Cancer",Advanced
NCT03255070,"Solid Tumors",Advanced
NCT03260491,"Lung Cancer","Locally Advanced"
NCT03260491,"Lung Cancer",Metastatic
NCT03260491,"Lung Cancer",Refractory
NCT03260491,"Lung Cancer",Relapsed
NCT03260491,"Lung Cancer",Unresectable
NCT03260491,"Non-small Cell Lung Cancer",Advanced
NCT03260491,"Non-small Cell Lung Cancer","Locally Advanced"
NCT03260491,"Non-small Cell Lung Cancer",Metastatic
NCT03260491,"Non-small Cell Lung Cancer","Non Squamous"
NCT03260491,"Non-small Cell Lung Cancer",Refractory
NCT03260491,"Non-small Cell Lung Cancer",Relapsed
NCT03260491,"Non-small Cell Lung Cancer",Squamous
NCT03260491,"Non-small Cell Lung Cancer",Unresectable
NCT03264131,"Adult T-cell Leukemia-Lymphoma",Refractory
NCT03264131,"Peripheral T-cell Lymphoma",Refractory
NCT03264547,"Breast Cancer",Advanced
NCT03264547,"Breast Cancer",Metastatic
NCT03264547,"Breast Cancer",Relapsed
NCT03274492,"B-cell Lymphoma","High Grade"
NCT03288545,"Bladder Cancer",Advanced
NCT03288545,"Bladder Cancer",Cisplatin-Eligible
NCT03288545,"Bladder Cancer",Cisplatin-Ineligible
NCT03288545,"Bladder Cancer","Locally Advanced"
NCT03288545,"Bladder Cancer",Metastatic
NCT03288545,"Bladder Cancer",Muscle-invasive
NCT03288545,"Bladder Cancer",Platinum-Eligible
NCT03288545,"Bladder Cancer",Refractory
NCT03288545,"Bladder Cancer",Relapsed
NCT03288545,"Bladder Cancer",Resectable
NCT03288545,"Genitourinary Cancer","Locally Advanced"
NCT03288545,"Genitourinary Cancer",Metastatic
NCT03288545,"Genitourinary Cancer",Refractory
NCT03288545,"Genitourinary Cancer",Relapsed
NCT03288545,"Genitourinary Cancer",Resectable
NCT03310957,"Breast Cancer",Advanced
NCT03310957,"Breast Cancer","Locally Advanced"
NCT03310957,"Breast Cancer",Metastatic
NCT03310957,"Breast Cancer",Relapsed
NCT03310957,"Breast Cancer",Unresectable
NCT03310957,"Triple-Negative Breast Cancer",Advanced
NCT03310957,"Triple-Negative Breast Cancer","Locally Advanced"
NCT03310957,"Triple-Negative Breast Cancer",Metastatic
NCT03310957,"Triple-Negative Breast Cancer",Relapsed
NCT03310957,"Triple-Negative Breast Cancer",Unresectable
NCT03316638,"Solid Tumors",Advanced
NCT03316638,"Solid Tumors",Metastatic
NCT03319628,"Non-small Cell Lung Cancer",Metastatic
NCT03319628,"Non-small Cell Lung Cancer",Relapsed
NCT03319628,"Ovarian Cancer",Metastatic
NCT03319628,"Ovarian Cancer",Relapsed
NCT03319628,"Solid Tumors",Metastatic
NCT03319628,"Solid Tumors",Relapsed
NCT03334617,"Lung Cancer","Locally Advanced"
NCT03334617,"Lung Cancer",Metastatic
NCT03334617,"Lung Cancer",Recurrent
NCT03334617,"Lung Cancer",Refractory
NCT03334617,"Lung Cancer",Relapsed
NCT03334617,"Non-small Cell Lung Cancer","Locally Advanced"
NCT03334617,"Non-small Cell Lung Cancer",Metastatic
NCT03334617,"Non-small Cell Lung Cancer",Recurrent
NCT03334617,"Non-small Cell Lung Cancer",Refractory
NCT03334617,"Non-small Cell Lung Cancer",Relapsed
NCT03337698,"Non-small Cell Lung Cancer","Locally Advanced"
NCT03337698,"Non-small Cell Lung Cancer",Metastatic
NCT03337698,"Non-small Cell Lung Cancer",Refractory
NCT03337698,"Non-small Cell Lung Cancer",Unresectable
NCT03356054,"Diffuse Large B-cell Lymphoma",Refractory
NCT03356054,"Diffuse Large B-cell Lymphoma",Relapsed
NCT03374332,"Acute Myeloid Leukemia",Refractory
NCT03374332,"Acute Myeloid Leukemia",Relapsed
NCT03379428,"Breast Cancer",Metastatic
NCT03379428,"Breast Cancer",Refractory
NCT03383692,"Solid Tumors",Advanced
NCT03383692,"Solid Tumors",Metastatic
NCT03383692,"Solid Tumors",Refractory
NCT03383692,"Solid Tumors",Relapsed
NCT03383692,"Solid Tumors",Unresectable
NCT03386513,"Acute Lymphocytic Leukemia",Refractory
NCT03386513,"Acute Lymphocytic Leukemia",Relapsed
NCT03386513,"Acute Myeloid Leukemia",Refractory
NCT03386513,"Acute Myeloid Leukemia",Relapsed
NCT03386513,"Blastic Plasmacytoid Dendritic Cell Neoplasm",Refractory
NCT03386513,"Blastic Plasmacytoid Dendritic Cell Neoplasm",Relapsed
NCT03386513,"Chronic Myeloid Leukemia",Refractory
NCT03386513,"Chronic Myeloid Leukemia",Relapsed
NCT03386513,"Chronic Myelomonocytic Leukemia",Refractory
NCT03386513,"Chronic Myelomonocytic Leukemia",Relapsed
NCT03386513,"Hematological Malignancies",Refractory
NCT03386513,"Hematological Malignancies",Relapsed
NCT03386513,"Myelodysplastic Syndrome","High Risk"
NCT03386513,"Myelodysplastic Syndrome",Refractory
NCT03386513,"Myelodysplastic Syndrome",Relapsed
NCT03386513,"Myeloproliferative Neoplasm",Refractory
NCT03386513,"Myeloproliferative Neoplasm",Relapsed
NCT03401385,"Bladder Cancer",Advanced
NCT03401385,"Bladder Cancer","Locally Advanced"
NCT03401385,"Bladder Cancer",Metastatic
NCT03401385,"Bladder Cancer",Platinum-Ineligible
NCT03401385,"Bladder Cancer",Refractory
NCT03401385,"Bladder Cancer",Relapsed
NCT03401385,"Bladder Cancer",Unresectable
NCT03401385,"Breast Cancer",Advanced
NCT03401385,"Breast Cancer","Locally Advanced"
NCT03401385,"Breast Cancer",Metastatic
NCT03401385,"Breast Cancer",Refractory
NCT03401385,"Breast Cancer",Relapsed
NCT03401385,"Breast Cancer",Unresectable
NCT03401385,"Cervical Cancer",Advanced
NCT03401385,"Cervical Cancer","Locally Advanced"
NCT03401385,"Cervical Cancer",Metastatic
NCT03401385,"Cervical Cancer",Refractory
NCT03401385,"Cervical Cancer",Relapsed
NCT03401385,"Cervical Cancer",Unresectable
NCT03401385,"Colorectal Cancer",Advanced
NCT03401385,"Colorectal Cancer","Locally Advanced"
NCT03401385,"Colorectal Cancer",Metastatic
NCT03401385,"Colorectal Cancer",Refractory
NCT03401385,"Colorectal Cancer",Relapsed
NCT03401385,"Colorectal Cancer",Unresectable
NCT03401385,"Endometrial Cancer",Advanced
NCT03401385,"Endometrial Cancer","Locally Advanced"
NCT03401385,"Endometrial Cancer",Metastatic
NCT03401385,"Endometrial Cancer",Refractory
NCT03401385,"Endometrial Cancer",Relapsed
NCT03401385,"Endometrial Cancer",Unresectable
NCT03401385,"Esophageal Cancer",Advanced
NCT03401385,"Esophageal Cancer","Locally Advanced"
NCT03401385,"Esophageal Cancer",Metastatic
NCT03401385,"Esophageal Cancer",Refractory
NCT03401385,"Esophageal Cancer",Relapsed
NCT03401385,"Esophageal Cancer",Unresectable
NCT03401385,"Gastric Cancer",Advanced
NCT03401385,"Gastric Cancer","Locally Advanced"
NCT03401385,"Gastric Cancer",Metastatic
NCT03401385,"Gastric Cancer",Refractory
NCT03401385,"Gastric Cancer",Relapsed
NCT03401385,"Gastric Cancer",Unresectable
NCT03401385,"Gastroesophageal Junction",Advanced
NCT03401385,"Gastroesophageal Junction","Locally Advanced"
NCT03401385,"Gastroesophageal Junction",Metastatic
NCT03401385,"Gastroesophageal Junction",Refractory
NCT03401385,"Gastroesophageal Junction",Relapsed
NCT03401385,"Gastroesophageal Junction",Unresectable
NCT03401385,"Head and Neck Cancer",Advanced
NCT03401385,"Head and Neck Cancer","Locally Advanced"
NCT03401385,"Head and Neck Cancer",Metastatic
NCT03401385,"Head and Neck Cancer",Refractory
NCT03401385,"Head and Neck Cancer",Relapsed
NCT03401385,"Head and Neck Cancer",Unresectable
NCT03401385,"Non-small Cell Lung Cancer",Advanced
NCT03401385,"Non-small Cell Lung Cancer","Locally Advanced"
NCT03401385,"Non-small Cell Lung Cancer",Metastatic
NCT03401385,"Non-small Cell Lung Cancer",Refractory
NCT03401385,"Non-small Cell Lung Cancer",Relapsed
NCT03401385,"Non-small Cell Lung Cancer",Unresectable
NCT03401385,"Ovarian Cancer",Advanced
NCT03401385,"Ovarian Cancer","Locally Advanced"
NCT03401385,"Ovarian Cancer",Metastatic
NCT03401385,"Ovarian Cancer",Refractory
NCT03401385,"Ovarian Cancer",Relapsed
NCT03401385,"Ovarian Cancer",Unresectable
NCT03401385,"Pancreatic Cancer",Advanced
NCT03401385,"Pancreatic Cancer","Locally Advanced"
NCT03401385,"Pancreatic Cancer",Metastatic
NCT03401385,"Pancreatic Cancer",Refractory
NCT03401385,"Pancreatic Cancer",Relapsed
NCT03401385,"Pancreatic Cancer",Unresectable
NCT03401385,"Prostate Cancer",Advanced
NCT03401385,"Prostate Cancer","Castration Resistant"
NCT03401385,"Prostate Cancer","Locally Advanced"
NCT03401385,"Prostate Cancer",Metastatic
NCT03401385,"Prostate Cancer",Refractory
NCT03401385,"Prostate Cancer",Relapsed
NCT03401385,"Prostate Cancer",Unresectable
NCT03401385,"Small Cell Lung Cancer",Advanced
NCT03401385,"Small Cell Lung Cancer","Locally Advanced"
NCT03401385,"Small Cell Lung Cancer",Metastatic
NCT03401385,"Small Cell Lung Cancer",Refractory
NCT03401385,"Small Cell Lung Cancer",Relapsed
NCT03401385,"Small Cell Lung Cancer",Unresectable
NCT03401385,"Solid Tumors",Advanced
NCT03401385,"Solid Tumors","Locally Advanced"
NCT03401385,"Solid Tumors",Metastatic
NCT03401385,"Solid Tumors",Refractory
NCT03401385,"Solid Tumors",Relapsed
NCT03401385,"Solid Tumors",Unresectable
NCT03401385,"Triple-Negative Breast Cancer",Advanced
NCT03401385,"Triple-Negative Breast Cancer","Locally Advanced"
NCT03401385,"Triple-Negative Breast Cancer",Metastatic
NCT03401385,"Triple-Negative Breast Cancer",Refractory
NCT03401385,"Triple-Negative Breast Cancer",Relapsed
NCT03401385,"Triple-Negative Breast Cancer",Unresectable
NCT03409432,"Anaplastic Large Cell Lymphoma",Refractory
NCT03409432,"Anaplastic Large Cell Lymphoma",Relapsed
NCT03409432,"Cutaneous T-cell Lymphoma",Refractory
NCT03409432,"Cutaneous T-cell Lymphoma",Relapsed
NCT03409432,"Non-Hodgkin Lymphoma",Refractory
NCT03409432,"Non-Hodgkin Lymphoma",Relapsed
NCT03409432,"T-cell lymphoma",Refractory
NCT03409432,"T-cell lymphoma",Relapsed
NCT03424005,"Breast Cancer",Advanced
NCT03424005,"Breast Cancer","Locally Advanced"
NCT03424005,"Breast Cancer",Metastatic
NCT03424005,"Breast Cancer",Refractory
NCT03424005,"Breast Cancer",Relapsed
NCT03424005,"Breast Cancer",Unresectable
NCT03424005,"Triple-Negative Breast Cancer",Advanced
NCT03424005,"Triple-Negative Breast Cancer","Locally Advanced"
NCT03424005,"Triple-Negative Breast Cancer",Metastatic
NCT03424005,"Triple-Negative Breast Cancer",Refractory
NCT03424005,"Triple-Negative Breast Cancer",Unresectable
NCT03424603,"B-cell Lymphoma",Advanced
NCT03424603,"B-cell Lymphoma",Refractory
NCT03424603,"B-cell Lymphoma",Relapsed
NCT03424603,"Diffuse Large B-cell Lymphoma",Advanced
NCT03424603,"Diffuse Large B-cell Lymphoma",Refractory
NCT03424603,"Diffuse Large B-cell Lymphoma",Relapsed
NCT03424603,"Follicular Lymphoma",Advanced
NCT03424603,"Follicular Lymphoma",Refractory
NCT03424603,"Follicular Lymphoma",Relapsed
NCT03424603,"Mantle Cell Lymphoma",Advanced
NCT03424603,"Mantle Cell Lymphoma",Refractory
NCT03424603,"Mantle Cell Lymphoma",Relapsed
NCT03424603,"Multiple Myeloma",Advanced
NCT03424603,"Multiple Myeloma",Refractory
NCT03424603,"Multiple Myeloma",Relapsed
NCT03424603,"Non-Hodgkin Lymphoma",Advanced
NCT03424603,"Non-Hodgkin Lymphoma",Refractory
NCT03424603,"Non-Hodgkin Lymphoma",Relapsed
NCT03425279,"Ewing Sarcoma",Advanced
NCT03425279,"Ewing Sarcoma",Metastatic
NCT03425279,"Ewing Sarcoma",Refractory
NCT03425279,Leiomyosarcoma,Advanced
NCT03425279,Leiomyosarcoma,Metastatic
NCT03425279,Leiomyosarcoma,Refractory
NCT03425279,Liposarcoma,Advanced
NCT03425279,Liposarcoma,Metastatic
NCT03425279,Liposarcoma,Refractory
NCT03425279,Melanoma,Advanced
NCT03425279,Melanoma,Metastatic
NCT03425279,Melanoma,Refractory
NCT03425279,"Non-small Cell Lung Cancer",Advanced
NCT03425279,"Non-small Cell Lung Cancer",Metastatic
NCT03425279,"Non-small Cell Lung Cancer",Refractory
NCT03425279,Osteosarcoma,Advanced
NCT03425279,Osteosarcoma,Metastatic
NCT03425279,Osteosarcoma,Refractory
NCT03425279,"Soft Tissue Sarcoma",Advanced
NCT03425279,"Soft Tissue Sarcoma",Metastatic
NCT03425279,"Soft Tissue Sarcoma",Refractory
NCT03425279,"Solid Tumors",Advanced
NCT03425279,"Solid Tumors",Metastatic
NCT03425279,"Solid Tumors",Refractory
NCT03425279,"Synovial Sarcoma",Advanced
NCT03425279,"Synovial Sarcoma",Metastatic
NCT03425279,"Synovial Sarcoma",Refractory
NCT03441061,"Acute Lymphocytic Leukemia",Refractory
NCT03441061,"Acute Lymphocytic Leukemia",Relapsed
NCT03460522,"Acute Lymphocytic Leukemia",Relapsed
NCT03467373,"B-cell Lymphoma",Refractory
NCT03467373,"B-cell Lymphoma",Relapsed
NCT03467373,"Diffuse Large B-cell Lymphoma",Refractory
NCT03467373,"Diffuse Large B-cell Lymphoma",Relapsed
NCT03467373,"Non-Hodgkin Lymphoma",Refractory
NCT03467373,"Non-Hodgkin Lymphoma",Relapsed
NCT03474107,"Bladder Cancer",Advanced
NCT03474107,"Bladder Cancer","Locally Advanced"
NCT03474107,"Bladder Cancer",Metastatic
NCT03474107,"Bladder Cancer",Refractory
NCT03474107,"Bladder Cancer",Relapsed
NCT03474107,"Bladder Cancer",Resectable
NCT03474107,"Bladder Cancer",Unresectable
NCT03485209,"Colorectal Cancer",Advanced
NCT03485209,"Colorectal Cancer","Locally Advanced"
NCT03485209,"Colorectal Cancer",Metastatic
NCT03485209,"Colorectal Cancer",Refractory
NCT03485209,"Colorectal Cancer",Relapsed
NCT03485209,"Colorectal Cancer",Unresectable
NCT03485209,"Head and Neck Cancer",Advanced
NCT03485209,"Head and Neck Cancer",Cisplatin-Eligible
NCT03485209,"Head and Neck Cancer","Locally Advanced"
NCT03485209,"Head and Neck Cancer",Metastatic
NCT03485209,"Head and Neck Cancer",Recurrent
NCT03485209,"Head and Neck Cancer",Refractory
NCT03485209,"Head and Neck Cancer",Relapsed
NCT03485209,"Head and Neck Cancer",Unresectable
NCT03485209,"Lung Cancer",Advanced
NCT03485209,"Lung Cancer","Locally Advanced"
NCT03485209,"Lung Cancer",Metastatic
NCT03485209,"Lung Cancer",Refractory
NCT03485209,"Lung Cancer",Relapsed
NCT03485209,"Lung Cancer",Unresectable
NCT03485209,"Non-small Cell Lung Cancer",Advanced
NCT03485209,"Non-small Cell Lung Cancer","Locally Advanced"
NCT03485209,"Non-small Cell Lung Cancer",Metastatic
NCT03485209,"Non-small Cell Lung Cancer",Refractory
NCT03485209,"Non-small Cell Lung Cancer",Relapsed
NCT03485209,"Non-small Cell Lung Cancer",Squamous
NCT03485209,"Non-small Cell Lung Cancer",Unresectable
NCT03485209,"Pancreatic Cancer",Advanced
NCT03485209,"Pancreatic Cancer","Locally Advanced"
NCT03485209,"Pancreatic Cancer",Metastatic
NCT03485209,"Pancreatic Cancer",Refractory
NCT03485209,"Pancreatic Cancer",Relapsed
NCT03485209,"Pancreatic Cancer",Unresectable
NCT03485209,"Solid Tumors",Advanced
NCT03485209,"Solid Tumors","Locally Advanced"
NCT03485209,"Solid Tumors",Metastatic
NCT03485209,"Solid Tumors",Refractory
NCT03485209,"Solid Tumors",Relapsed
NCT03485209,"Solid Tumors",Unresectable
NCT03485209,"Squamous Cell Carcinoma",Advanced
NCT03485209,"Squamous Cell Carcinoma","Locally Advanced"
NCT03485209,"Squamous Cell Carcinoma",Metastatic
NCT03485209,"Squamous Cell Carcinoma",Refractory
NCT03485209,"Squamous Cell Carcinoma",Relapsed
NCT03485209,"Squamous Cell Carcinoma",Unresectable
NCT03500380,"Breast Cancer",Advanced
NCT03500380,"Breast Cancer","Locally Advanced"
NCT03500380,"Breast Cancer",Metastatic
NCT03500380,"Breast Cancer",Relapsed
NCT03500380,"Breast Cancer",Unresectable
NCT03504488,"Breast Cancer",Advanced
NCT03504488,"Breast Cancer","Locally Advanced"
NCT03504488,"Breast Cancer",Metastatic
NCT03504488,"Breast Cancer",Unresectable
NCT03504488,"Head and Neck Cancer",Advanced
NCT03504488,"Head and Neck Cancer","Locally Advanced"
NCT03504488,"Head and Neck Cancer",Metastatic
